#    L    TT             EE             BB             TE             PP             TP             EP          
  1096    0.11426E+04    0.19579E+02    0.00000E+00   -0.75009E+02    0.38404E-08    0.17411E-06    0.34939E-06
  1097    0.11452E+04    0.19317E+02    0.00000E+00   -0.74490E+02    0.38333E-08    0.16713E-06    0.34479E-06
  1098    0.11477E+04    0.19057E+02    0.00000E+00   -0.73957E+02    0.38262E-08    0.16041E-06    0.34018E-06
  1099    0.11501E+04    0.18801E+02    0.00000E+00   -0.73408E+02    0.38191E-08    0.15395E-06    0.33556E-06
  1100    0.11525E+04    0.18548E+02    0.00000E+00   -0.72837E+02    0.38121E-08    0.14775E-06    0.33092E-06
  1101    0.11548E+04    0.18297E+02    0.00000E+00   -0.72249E+02    0.38051E-08    0.14180E-06    0.32627E-06
  1102    0.11572E+04    0.18049E+02    0.00000E+00   -0.71642E+02    0.37981E-08    0.13612E-06    0.32161E-06
  1103    0.11594E+04    0.17805E+02    0.00000E+00   -0.71018E+02    0.37911E-08    0.13068E-06    0.31693E-06
  1104    0.11615E+04    0.17565E+02    0.00000E+00   -0.70376E+02    0.37841E-08    0.12550E-06    0.31225E-06
  1105    0.11636E+04    0.17328E+02    0.00000E+00   -0.69719E+02    0.37771E-08    0.12056E-06    0.30755E-06
  1106    0.11656E+04    0.17093E+02    0.00000E+00   -0.69044E+02    0.37702E-08    0.11588E-06    0.30284E-06
  1107    0.11676E+04    0.16862E+02    0.00000E+00   -0.68353E+02    0.37632E-08    0.11144E-06    0.29813E-06
  1108    0.11695E+04    0.16635E+02    0.00000E+00   -0.67647E+02    0.37563E-08    0.10725E-06    0.29340E-06
  1109    0.11712E+04    0.16409E+02    0.00000E+00   -0.66925E+02    0.37494E-08    0.10330E-06    0.28867E-06
  1110    0.11730E+04    0.16189E+02    0.00000E+00   -0.66189E+02    0.37426E-08    0.99586E-07    0.28393E-06
  1111    0.11746E+04    0.15973E+02    0.00000E+00   -0.65438E+02    0.37357E-08    0.96114E-07    0.27918E-06
  1112    0.11763E+04    0.15760E+02    0.00000E+00   -0.64673E+02    0.37289E-08    0.92878E-07    0.27442E-06
  1113    0.11778E+04    0.15552E+02    0.00000E+00   -0.63894E+02    0.37220E-08    0.89878E-07    0.26966E-06
  1114    0.11792E+04    0.15347E+02    0.00000E+00   -0.63102E+02    0.37152E-08    0.87110E-07    0.26489E-06
  1115    0.11806E+04    0.15147E+02    0.00000E+00   -0.62298E+02    0.37084E-08    0.84573E-07    0.26011E-06
  1116    0.11820E+04    0.14951E+02    0.00000E+00   -0.61481E+02    0.37017E-08    0.82266E-07    0.25533E-06
  1117    0.11832E+04    0.14759E+02    0.00000E+00   -0.60652E+02    0.36949E-08    0.80185E-07    0.25055E-06
  1118    0.11843E+04    0.14572E+02    0.00000E+00   -0.59811E+02    0.36882E-08    0.78331E-07    0.24576E-06
  1119    0.11854E+04    0.14389E+02    0.00000E+00   -0.58959E+02    0.36814E-08    0.76699E-07    0.24097E-06
  1120    0.11864E+04    0.14210E+02    0.00000E+00   -0.58096E+02    0.36747E-08    0.75289E-07    0.23618E-06
  1121    0.11873E+04    0.14036E+02    0.00000E+00   -0.57222E+02    0.36680E-08    0.74099E-07    0.23138E-06
  1122    0.11882E+04    0.13866E+02    0.00000E+00   -0.56339E+02    0.36613E-08    0.73126E-07    0.22658E-06
  1123    0.11889E+04    0.13701E+02    0.00000E+00   -0.55446E+02    0.36547E-08    0.72369E-07    0.22178E-06
  1124    0.11896E+04    0.13540E+02    0.00000E+00   -0.54544E+02    0.36480E-08    0.71826E-07    0.21698E-06
  1125    0.11901E+04    0.13384E+02    0.00000E+00   -0.53632E+02    0.36414E-08    0.71495E-07    0.21217E-06
  1126    0.11906E+04    0.13233E+02    0.00000E+00   -0.52713E+02    0.36348E-08    0.71374E-07    0.20737E-06
  1127    0.11910E+04    0.13086E+02    0.00000E+00   -0.51786E+02    0.36282E-08    0.71461E-07    0.20257E-06
  1128    0.11914E+04    0.12945E+02    0.00000E+00   -0.50853E+02    0.36216E-08    0.71755E-07    0.19777E-06
  1129    0.11917E+04    0.12808E+02    0.00000E+00   -0.49911E+02    0.36150E-08    0.72253E-07    0.19297E-06
  1130    0.11917E+04    0.12676E+02    0.00000E+00   -0.48963E+02    0.36085E-08    0.72953E-07    0.18817E-06
  1131    0.11919E+04    0.12549E+02    0.00000E+00   -0.48011E+02    0.36019E-08    0.73854E-07    0.18338E-06
  1132    0.11918E+04    0.12427E+02    0.00000E+00   -0.47051E+02    0.35954E-08    0.74954E-07    0.17859E-06
  1133    0.11917E+04    0.12310E+02    0.00000E+00   -0.46087E+02    0.35889E-08    0.76251E-07    0.17380E-06
  1134    0.11915E+04    0.12198E+02    0.00000E+00   -0.45118E+02    0.35824E-08    0.77742E-07    0.16902E-06
  1135    0.11912E+04    0.12091E+02    0.00000E+00   -0.44144E+02    0.35760E-08    0.79426E-07    0.16424E-06
  1136    0.11909E+04    0.11989E+02    0.00000E+00   -0.43168E+02    0.35695E-08    0.81301E-07    0.15947E-06
  1137    0.11904E+04    0.11891E+02    0.00000E+00   -0.42187E+02    0.35631E-08    0.83366E-07    0.15470E-06
  1138    0.11899E+04    0.11801E+02    0.00000E+00   -0.41204E+02    0.35566E-08    0.85617E-07    0.14994E-06
  1139    0.11893E+04    0.11713E+02    0.00000E+00   -0.40217E+02    0.35502E-08    0.88054E-07    0.14518E-06
  1140    0.11886E+04    0.11632E+02    0.00000E+00   -0.39229E+02    0.35438E-08    0.90675E-07    0.14043E-06
  1141    0.11878E+04    0.11554E+02    0.00000E+00   -0.38239E+02    0.35374E-08    0.93477E-07    0.13569E-06
  1142    0.11869E+04    0.11483E+02    0.00000E+00   -0.37248E+02    0.35311E-08    0.96458E-07    0.13096E-06
  1143    0.11859E+04    0.11416E+02    0.00000E+00   -0.36257E+02    0.35247E-08    0.99618E-07    0.12624E-06
  1144    0.11848E+04    0.11355E+02    0.00000E+00   -0.35265E+02    0.35184E-08    0.10295E-06    0.12152E-06
  1145    0.11837E+04    0.11299E+02    0.00000E+00   -0.34273E+02    0.35121E-08    0.10646E-06    0.11682E-06
  1146    0.11824E+04    0.11248E+02    0.00000E+00   -0.33282E+02    0.35058E-08    0.11014E-06    0.11212E-06
  1147    0.11811E+04    0.11202E+02    0.00000E+00   -0.32291E+02    0.34995E-08    0.11399E-06    0.10744E-06
  1148    0.11797E+04    0.11161E+02    0.00000E+00   -0.31302E+02    0.34932E-08    0.11801E-06    0.10277E-06
  1149    0.11782E+04    0.11126E+02    0.00000E+00   -0.30316E+02    0.34869E-08    0.12220E-06    0.98107E-07
  1150    0.11766E+04    0.11095E+02    0.00000E+00   -0.29331E+02    0.34807E-08    0.12655E-06    0.93459E-07
  1151    0.11750E+04    0.11070E+02    0.00000E+00   -0.28349E+02    0.34745E-08    0.13106E-06    0.88823E-07
  1152    0.11731E+04    0.11049E+02    0.00000E+00   -0.27370E+02    0.34683E-08    0.13574E-06    0.84200E-07
  1153    0.11714E+04    0.11034E+02    0.00000E+00   -0.26396E+02    0.34621E-08    0.14057E-06    0.79591E-07
  1154    0.11695E+04    0.11025E+02    0.00000E+00   -0.25424E+02    0.34559E-08    0.14556E-06    0.74994E-07
  1155    0.11675E+04    0.11020E+02    0.00000E+00   -0.24456E+02    0.34497E-08    0.15071E-06    0.70411E-07
  1156    0.11654E+04    0.11019E+02    0.00000E+00   -0.23494E+02    0.34435E-08    0.15601E-06    0.65842E-07
  1157    0.11632E+04    0.11024E+02    0.00000E+00   -0.22537E+02    0.34374E-08    0.16147E-06    0.61286E-07
  1158    0.11610E+04    0.11034E+02    0.00000E+00   -0.21586E+02    0.34313E-08    0.16708E-06    0.56744E-07
  1159    0.11587E+04    0.11049E+02    0.00000E+00   -0.20640E+02    0.34252E-08    0.17285E-06    0.52215E-07
  1160    0.11563E+04    0.11069E+02    0.00000E+00   -0.19702E+02    0.34191E-08    0.17876E-06    0.47701E-07
  1161    0.11538E+04    0.11094E+02    0.00000E+00   -0.18769E+02    0.34130E-08    0.18482E-06    0.43201E-07
  1162    0.11513E+04    0.11124E+02    0.00000E+00   -0.17845E+02    0.34069E-08    0.19103E-06    0.38716E-07
  1163    0.11486E+04    0.11158E+02    0.00000E+00   -0.16928E+02    0.34009E-08    0.19738E-06    0.34245E-07
  1164    0.11460E+04    0.11198E+02    0.00000E+00   -0.16019E+02    0.33948E-08    0.20388E-06    0.29788E-07
  1165    0.11432E+04    0.11243E+02    0.00000E+00   -0.15118E+02    0.33888E-08    0.21052E-06    0.25346E-07
  1166    0.11403E+04    0.11292E+02    0.00000E+00   -0.14226E+02    0.33828E-08    0.21730E-06    0.20920E-07
  1167    0.11374E+04    0.11345E+02    0.00000E+00   -0.13344E+02    0.33768E-08    0.22422E-06    0.16508E-07
  1168    0.11344E+04    0.11404E+02    0.00000E+00   -0.12470E+02    0.33708E-08    0.23129E-06    0.12112E-07
  1169    0.11314E+04    0.11467E+02    0.00000E+00   -0.11607E+02    0.33648E-08    0.23849E-06    0.77305E-08
  1170    0.11283E+04    0.11535E+02    0.00000E+00   -0.10754E+02    0.33589E-08    0.24582E-06    0.33650E-08
  1171    0.11251E+04    0.11607E+02    0.00000E+00   -0.99115E+01    0.33529E-08    0.25329E-06   -0.98493E-09
  1172    0.11218E+04    0.11684E+02    0.00000E+00   -0.90801E+01    0.33470E-08    0.26089E-06   -0.53190E-08
  1173    0.11185E+04    0.11765E+02    0.00000E+00   -0.82595E+01    0.33411E-08    0.26863E-06   -0.96372E-08
  1174    0.11151E+04    0.11850E+02    0.00000E+00   -0.74509E+01    0.33352E-08    0.27649E-06   -0.13939E-07
  1175    0.11117E+04    0.11940E+02    0.00000E+00   -0.66541E+01    0.33293E-08    0.28449E-06   -0.18225E-07
  1176    0.11081E+04    0.12033E+02    0.00000E+00   -0.58699E+01    0.33234E-08    0.29261E-06   -0.22495E-07
  1177    0.11045E+04    0.12132E+02    0.00000E+00   -0.50980E+01    0.33176E-08    0.30086E-06   -0.26747E-07
  1178    0.11008E+04    0.12234E+02    0.00000E+00   -0.43388E+01    0.33117E-08    0.30923E-06   -0.30984E-07
  1179    0.10972E+04    0.12342E+02    0.00000E+00   -0.35928E+01    0.33059E-08    0.31773E-06   -0.35203E-07
  1180    0.10934E+04    0.12453E+02    0.00000E+00   -0.28601E+01    0.33001E-08    0.32634E-06   -0.39406E-07
  1181    0.10897E+04    0.12567E+02    0.00000E+00   -0.21410E+01    0.32943E-08    0.33508E-06   -0.43591E-07
  1182    0.10857E+04    0.12686E+02    0.00000E+00   -0.14360E+01    0.32885E-08    0.34394E-06   -0.47759E-07
  1183    0.10818E+04    0.12808E+02    0.00000E+00   -0.74506E+00    0.32827E-08    0.35292E-06   -0.51910E-07
  1184    0.10778E+04    0.12934E+02    0.00000E+00   -0.68663E-01    0.32770E-08    0.36201E-06   -0.56043E-07
  1185    0.10738E+04    0.13064E+02    0.00000E+00    0.59313E+00    0.32712E-08    0.37122E-06   -0.60159E-07
  1186    0.10698E+04    0.13198E+02    0.00000E+00    0.12399E+01    0.32655E-08    0.38054E-06   -0.64257E-07
  1187    0.10657E+04    0.13335E+02    0.00000E+00    0.18714E+01    0.32598E-08    0.38997E-06   -0.68337E-07
  1188    0.10615E+04    0.13475E+02    0.00000E+00    0.24874E+01    0.32541E-08    0.39952E-06   -0.72398E-07
  1189    0.10573E+04    0.13619E+02    0.00000E+00    0.30880E+01    0.32484E-08    0.40917E-06   -0.76442E-07
  1190    0.10530E+04    0.13766E+02    0.00000E+00    0.36726E+01    0.32427E-08    0.41893E-06   -0.80467E-07
  1191    0.10487E+04    0.13916E+02    0.00000E+00    0.42413E+01    0.32370E-08    0.42880E-06   -0.84473E-07
  1192    0.10444E+04    0.14070E+02    0.00000E+00    0.47937E+01    0.32314E-08    0.43878E-06   -0.88461E-07
  1193    0.10400E+04    0.14227E+02    0.00000E+00    0.53298E+01    0.32257E-08    0.44886E-06   -0.92430E-07
  1194    0.10356E+04    0.14386E+02    0.00000E+00    0.58495E+01    0.32201E-08    0.45904E-06   -0.96380E-07
  1195    0.10312E+04    0.14549E+02    0.00000E+00    0.63525E+01    0.32145E-08    0.46932E-06   -0.10031E-06
  1196    0.10267E+04    0.14715E+02    0.00000E+00    0.68384E+01    0.32089E-08    0.47970E-06   -0.10422E-06
  1197    0.10222E+04    0.14883E+02    0.00000E+00    0.73074E+01    0.32033E-08    0.49018E-06   -0.10812E-06
  1198    0.10176E+04    0.15054E+02    0.00000E+00    0.77582E+01    0.31977E-08    0.50076E-06   -0.11199E-06
  1199    0.10131E+04    0.15228E+02    0.00000E+00    0.81929E+01    0.31921E-08    0.51143E-06   -0.11584E-06
  1200    0.10084E+04    0.15404E+02    0.00000E+00    0.86100E+01    0.31866E-08    0.52220E-06   -0.11967E-06
  1201    0.10039E+04    0.15582E+02    0.00000E+00    0.90088E+01    0.31810E-08    0.53305E-06   -0.12349E-06
  1202    0.99913E+03    0.15764E+02    0.00000E+00    0.93907E+01    0.31755E-08    0.54399E-06   -0.12728E-06
  1203    0.99448E+03    0.15947E+02    0.00000E+00    0.97542E+01    0.31700E-08    0.55500E-06   -0.13105E-06
  1204    0.98975E+03    0.16133E+02    0.00000E+00    0.10100E+02    0.31645E-08    0.56606E-06   -0.13480E-06
  1205    0.98501E+03    0.16319E+02    0.00000E+00    0.10427E+02    0.31590E-08    0.57717E-06   -0.13853E-06
  1206    0.98027E+03    0.16509E+02    0.00000E+00    0.10737E+02    0.31535E-08    0.58832E-06   -0.14223E-06
  1207    0.97560E+03    0.16700E+02    0.00000E+00    0.11027E+02    0.31481E-08    0.59948E-06   -0.14591E-06
  1208    0.97085E+03    0.16893E+02    0.00000E+00    0.11301E+02    0.31426E-08    0.61065E-06   -0.14956E-06
  1209    0.96603E+03    0.17088E+02    0.00000E+00    0.11556E+02    0.31372E-08    0.62182E-06   -0.15319E-06
  1210    0.96127E+03    0.17284E+02    0.00000E+00    0.11791E+02    0.31318E-08    0.63298E-06   -0.15679E-06
  1211    0.95644E+03    0.17482E+02    0.00000E+00    0.12008E+02    0.31264E-08    0.64411E-06   -0.16037E-06
  1212    0.95168E+03    0.17681E+02    0.00000E+00    0.12208E+02    0.31210E-08    0.65520E-06   -0.16391E-06
  1213    0.94683E+03    0.17881E+02    0.00000E+00    0.12389E+02    0.31156E-08    0.66623E-06   -0.16743E-06
  1214    0.94206E+03    0.18083E+02    0.00000E+00    0.12551E+02    0.31102E-08    0.67721E-06   -0.17092E-06
  1215    0.93728E+03    0.18286E+02    0.00000E+00    0.12694E+02    0.31048E-08    0.68811E-06   -0.17438E-06
  1216    0.93250E+03    0.18490E+02    0.00000E+00    0.12819E+02    0.30995E-08    0.69893E-06   -0.17781E-06
  1217    0.92757E+03    0.18695E+02    0.00000E+00    0.12925E+02    0.30941E-08    0.70965E-06   -0.18121E-06
  1218    0.92278E+03    0.18902E+02    0.00000E+00    0.13012E+02    0.30888E-08    0.72025E-06   -0.18458E-06
  1219    0.91792E+03    0.19108E+02    0.00000E+00    0.13082E+02    0.30835E-08    0.73074E-06   -0.18792E-06
  1220    0.91312E+03    0.19315E+02    0.00000E+00    0.13132E+02    0.30782E-08    0.74109E-06   -0.19122E-06
  1221    0.90832E+03    0.19522E+02    0.00000E+00    0.13165E+02    0.30729E-08    0.75129E-06   -0.19449E-06
  1222    0.90351E+03    0.19730E+02    0.00000E+00    0.13178E+02    0.30676E-08    0.76134E-06   -0.19772E-06
  1223    0.89870E+03    0.19939E+02    0.00000E+00    0.13174E+02    0.30624E-08    0.77121E-06   -0.20092E-06
  1224    0.89389E+03    0.20147E+02    0.00000E+00    0.13149E+02    0.30571E-08    0.78090E-06   -0.20408E-06
  1225    0.88914E+03    0.20356E+02    0.00000E+00    0.13107E+02    0.30519E-08    0.79040E-06   -0.20721E-06
  1226    0.88440E+03    0.20565E+02    0.00000E+00    0.13047E+02    0.30466E-08    0.79970E-06   -0.21029E-06
  1227    0.87972E+03    0.20774E+02    0.00000E+00    0.12968E+02    0.30414E-08    0.80877E-06   -0.21334E-06
  1228    0.87496E+03    0.20983E+02    0.00000E+00    0.12872E+02    0.30362E-08    0.81762E-06   -0.21636E-06
  1229    0.87027E+03    0.21191E+02    0.00000E+00    0.12757E+02    0.30310E-08    0.82622E-06   -0.21933E-06
  1230    0.86543E+03    0.21399E+02    0.00000E+00    0.12625E+02    0.30258E-08    0.83457E-06   -0.22226E-06
  1231    0.86074E+03    0.21607E+02    0.00000E+00    0.12475E+02    0.30207E-08    0.84265E-06   -0.22515E-06
  1232    0.85604E+03    0.21814E+02    0.00000E+00    0.12308E+02    0.30155E-08    0.85046E-06   -0.22800E-06
  1233    0.85148E+03    0.22022E+02    0.00000E+00    0.12122E+02    0.30104E-08    0.85798E-06   -0.23081E-06
  1234    0.84685E+03    0.22228E+02    0.00000E+00    0.11920E+02    0.30052E-08    0.86519E-06   -0.23357E-06
  1235    0.84250E+03    0.22434E+02    0.00000E+00    0.11700E+02    0.30001E-08    0.87209E-06   -0.23629E-06
  1236    0.83801E+03    0.22638E+02    0.00000E+00    0.11463E+02    0.29950E-08    0.87867E-06   -0.23897E-06
  1237    0.83351E+03    0.22841E+02    0.00000E+00    0.11209E+02    0.29899E-08    0.88491E-06   -0.24160E-06
  1238    0.82908E+03    0.23044E+02    0.00000E+00    0.10937E+02    0.29848E-08    0.89080E-06   -0.24419E-06
  1239    0.82465E+03    0.23245E+02    0.00000E+00    0.10649E+02    0.29797E-08    0.89632E-06   -0.24673E-06
  1240    0.82021E+03    0.23446E+02    0.00000E+00    0.10345E+02    0.29747E-08    0.90148E-06   -0.24922E-06
  1241    0.81591E+03    0.23644E+02    0.00000E+00    0.10024E+02    0.29696E-08    0.90625E-06   -0.25167E-06
  1242    0.81154E+03    0.23843E+02    0.00000E+00    0.96886E+01    0.29646E-08    0.91062E-06   -0.25407E-06
  1243    0.80724E+03    0.24038E+02    0.00000E+00    0.93349E+01    0.29595E-08    0.91458E-06   -0.25641E-06
  1244    0.80300E+03    0.24233E+02    0.00000E+00    0.89670E+01    0.29545E-08    0.91812E-06   -0.25871E-06
  1245    0.79884E+03    0.24427E+02    0.00000E+00    0.85831E+01    0.29495E-08    0.92123E-06   -0.26096E-06
  1246    0.79467E+03    0.24617E+02    0.00000E+00    0.81850E+01    0.29445E-08    0.92390E-06   -0.26316E-06
  1247    0.79050E+03    0.24807E+02    0.00000E+00    0.77711E+01    0.29395E-08    0.92610E-06   -0.26530E-06
  1248    0.78639E+03    0.24994E+02    0.00000E+00    0.73420E+01    0.29345E-08    0.92784E-06   -0.26739E-06
  1249    0.78236E+03    0.25182E+02    0.00000E+00    0.68986E+01    0.29296E-08    0.92910E-06   -0.26943E-06
  1250    0.77839E+03    0.25365E+02    0.00000E+00    0.64408E+01    0.29246E-08    0.92986E-06   -0.27142E-06
  1251    0.77442E+03    0.25546E+02    0.00000E+00    0.59686E+01    0.29197E-08    0.93013E-06   -0.27335E-06
  1252    0.77060E+03    0.25726E+02    0.00000E+00    0.54823E+01    0.29147E-08    0.92991E-06   -0.27522E-06
  1253    0.76670E+03    0.25903E+02    0.00000E+00    0.49825E+01    0.29098E-08    0.92922E-06   -0.27705E-06
  1254    0.76286E+03    0.26078E+02    0.00000E+00    0.44693E+01    0.29049E-08    0.92810E-06   -0.27882E-06
  1255    0.75910E+03    0.26251E+02    0.00000E+00    0.39427E+01    0.29000E-08    0.92656E-06   -0.28053E-06
  1256    0.75548E+03    0.26420E+02    0.00000E+00    0.34035E+01    0.28951E-08    0.92462E-06   -0.28220E-06
  1257    0.75185E+03    0.26588E+02    0.00000E+00    0.28516E+01    0.28902E-08    0.92230E-06   -0.28381E-06
  1258    0.74823E+03    0.26752E+02    0.00000E+00    0.22874E+01    0.28854E-08    0.91962E-06   -0.28538E-06
  1259    0.74467E+03    0.26914E+02    0.00000E+00    0.17112E+01    0.28805E-08    0.91661E-06   -0.28689E-06
  1260    0.74118E+03    0.27073E+02    0.00000E+00    0.11233E+01    0.28757E-08    0.91328E-06   -0.28836E-06
  1261    0.73776E+03    0.27230E+02    0.00000E+00    0.52394E+00    0.28708E-08    0.90966E-06   -0.28977E-06
  1262    0.73442E+03    0.27384E+02    0.00000E+00   -0.86393E-01    0.28660E-08    0.90577E-06   -0.29114E-06
  1263    0.73114E+03    0.27534E+02    0.00000E+00   -0.70771E+00    0.28612E-08    0.90163E-06   -0.29246E-06
  1264    0.72786E+03    0.27682E+02    0.00000E+00   -0.13397E+01    0.28564E-08    0.89726E-06   -0.29373E-06
  1265    0.72472E+03    0.27827E+02    0.00000E+00   -0.19820E+01    0.28516E-08    0.89268E-06   -0.29496E-06
  1266    0.72158E+03    0.27968E+02    0.00000E+00   -0.26340E+01    0.28468E-08    0.88791E-06   -0.29614E-06
  1267    0.71852E+03    0.28106E+02    0.00000E+00   -0.32958E+01    0.28420E-08    0.88297E-06   -0.29727E-06
  1268    0.71553E+03    0.28242E+02    0.00000E+00   -0.39671E+01    0.28373E-08    0.87789E-06   -0.29836E-06
  1269    0.71262E+03    0.28373E+02    0.00000E+00   -0.46470E+01    0.28325E-08    0.87269E-06   -0.29941E-06
  1270    0.70975E+03    0.28500E+02    0.00000E+00   -0.53365E+01    0.28278E-08    0.86738E-06   -0.30041E-06
  1271    0.70695E+03    0.28625E+02    0.00000E+00   -0.60339E+01    0.28230E-08    0.86199E-06   -0.30137E-06
  1272    0.70421E+03    0.28747E+02    0.00000E+00   -0.67393E+01    0.28183E-08    0.85654E-06   -0.30229E-06
  1273    0.70152E+03    0.28864E+02    0.00000E+00   -0.74527E+01    0.28136E-08    0.85105E-06   -0.30316E-06
  1274    0.69890E+03    0.28977E+02    0.00000E+00   -0.81733E+01    0.28089E-08    0.84555E-06   -0.30400E-06
  1275    0.69635E+03    0.29088E+02    0.00000E+00   -0.89004E+01    0.28042E-08    0.84004E-06   -0.30479E-06
  1276    0.69386E+03    0.29195E+02    0.00000E+00   -0.96348E+01    0.27995E-08    0.83456E-06   -0.30554E-06
  1277    0.69143E+03    0.29298E+02    0.00000E+00   -0.10375E+02    0.27949E-08    0.82913E-06   -0.30625E-06
  1278    0.68908E+03    0.29397E+02    0.00000E+00   -0.11122E+02    0.27902E-08    0.82376E-06   -0.30693E-06
  1279    0.68679E+03    0.29492E+02    0.00000E+00   -0.11874E+02    0.27856E-08    0.81847E-06   -0.30756E-06
  1280    0.68457E+03    0.29584E+02    0.00000E+00   -0.12632E+02    0.27809E-08    0.81330E-06   -0.30816E-06
  1281    0.68242E+03    0.29672E+02    0.00000E+00   -0.13395E+02    0.27763E-08    0.80826E-06   -0.30872E-06
  1282    0.68034E+03    0.29756E+02    0.00000E+00   -0.14162E+02    0.27717E-08    0.80337E-06   -0.30925E-06
  1283    0.67833E+03    0.29836E+02    0.00000E+00   -0.14934E+02    0.27671E-08    0.79864E-06   -0.30973E-06
  1284    0.67639E+03    0.29912E+02    0.00000E+00   -0.15710E+02    0.27625E-08    0.79412E-06   -0.31019E-06
  1285    0.67450E+03    0.29984E+02    0.00000E+00   -0.16489E+02    0.27579E-08    0.78980E-06   -0.31060E-06
  1286    0.67269E+03    0.30052E+02    0.00000E+00   -0.17272E+02    0.27533E-08    0.78573E-06   -0.31099E-06
  1287    0.67095E+03    0.30116E+02    0.00000E+00   -0.18058E+02    0.27487E-08    0.78191E-06   -0.31134E-06
  1288    0.66928E+03    0.30175E+02    0.00000E+00   -0.18847E+02    0.27442E-08    0.77836E-06   -0.31165E-06
  1289    0.66768E+03    0.30231E+02    0.00000E+00   -0.19637E+02    0.27396E-08    0.77512E-06   -0.31194E-06
  1290    0.66614E+03    0.30283E+02    0.00000E+00   -0.20430E+02    0.27351E-08    0.77219E-06   -0.31219E-06
  1291    0.66467E+03    0.30330E+02    0.00000E+00   -0.21224E+02    0.27305E-08    0.76961E-06   -0.31241E-06
  1292    0.66327E+03    0.30372E+02    0.00000E+00   -0.22021E+02    0.27260E-08    0.76739E-06   -0.31260E-06
  1293    0.66194E+03    0.30412E+02    0.00000E+00   -0.22818E+02    0.27215E-08    0.76555E-06   -0.31276E-06
  1294    0.66068E+03    0.30447E+02    0.00000E+00   -0.23614E+02    0.27170E-08    0.76412E-06   -0.31288E-06
  1295    0.65948E+03    0.30477E+02    0.00000E+00   -0.24413E+02    0.27125E-08    0.76311E-06   -0.31298E-06
  1296    0.65835E+03    0.30505E+02    0.00000E+00   -0.25209E+02    0.27080E-08    0.76255E-06   -0.31306E-06
  1297    0.65729E+03    0.30527E+02    0.00000E+00   -0.26006E+02    0.27036E-08    0.76246E-06   -0.31310E-06
  1298    0.65630E+03    0.30546E+02    0.00000E+00   -0.26802E+02    0.26991E-08    0.76286E-06   -0.31311E-06
  1299    0.65537E+03    0.30560E+02    0.00000E+00   -0.27598E+02    0.26947E-08    0.76377E-06   -0.31310E-06
  1300    0.65451E+03    0.30569E+02    0.00000E+00   -0.28391E+02    0.26902E-08    0.76521E-06   -0.31307E-06
  1301    0.65372E+03    0.30576E+02    0.00000E+00   -0.29183E+02    0.26858E-08    0.76719E-06   -0.31300E-06
  1302    0.65299E+03    0.30577E+02    0.00000E+00   -0.29972E+02    0.26813E-08    0.76970E-06   -0.31292E-06
  1303    0.65233E+03    0.30574E+02    0.00000E+00   -0.30760E+02    0.26769E-08    0.77272E-06   -0.31280E-06
  1304    0.65173E+03    0.30568E+02    0.00000E+00   -0.31544E+02    0.26725E-08    0.77622E-06   -0.31266E-06
  1305    0.65120E+03    0.30557E+02    0.00000E+00   -0.32327E+02    0.26681E-08    0.78017E-06   -0.31249E-06
  1306    0.65072E+03    0.30542E+02    0.00000E+00   -0.33104E+02    0.26637E-08    0.78456E-06   -0.31230E-06
  1307    0.65032E+03    0.30523E+02    0.00000E+00   -0.33878E+02    0.26594E-08    0.78935E-06   -0.31208E-06
  1308    0.64998E+03    0.30499E+02    0.00000E+00   -0.34649E+02    0.26550E-08    0.79452E-06   -0.31183E-06
  1309    0.64970E+03    0.30471E+02    0.00000E+00   -0.35414E+02    0.26506E-08    0.80006E-06   -0.31156E-06
  1310    0.64948E+03    0.30439E+02    0.00000E+00   -0.36176E+02    0.26463E-08    0.80593E-06   -0.31126E-06
  1311    0.64932E+03    0.30403E+02    0.00000E+00   -0.36932E+02    0.26419E-08    0.81211E-06   -0.31093E-06
  1312    0.64925E+03    0.30364E+02    0.00000E+00   -0.37682E+02    0.26376E-08    0.81857E-06   -0.31058E-06
  1313    0.64921E+03    0.30320E+02    0.00000E+00   -0.38428E+02    0.26333E-08    0.82530E-06   -0.31019E-06
  1314    0.64924E+03    0.30271E+02    0.00000E+00   -0.39166E+02    0.26290E-08    0.83227E-06   -0.30978E-06
  1315    0.64933E+03    0.30220E+02    0.00000E+00   -0.39898E+02    0.26247E-08    0.83945E-06   -0.30935E-06
  1316    0.64948E+03    0.30163E+02    0.00000E+00   -0.40624E+02    0.26204E-08    0.84682E-06   -0.30888E-06
  1317    0.64969E+03    0.30104E+02    0.00000E+00   -0.41343E+02    0.26161E-08    0.85435E-06   -0.30839E-06
  1318    0.64994E+03    0.30039E+02    0.00000E+00   -0.42054E+02    0.26118E-08    0.86203E-06   -0.30787E-06
  1319    0.65026E+03    0.29971E+02    0.00000E+00   -0.42758E+02    0.26075E-08    0.86982E-06   -0.30732E-06
  1320    0.65063E+03    0.29899E+02    0.00000E+00   -0.43454E+02    0.26033E-08    0.87770E-06   -0.30674E-06
  1321    0.65105E+03    0.29824E+02    0.00000E+00   -0.44143E+02    0.25990E-08    0.88566E-06   -0.30613E-06
  1322    0.65153E+03    0.29743E+02    0.00000E+00   -0.44822E+02    0.25948E-08    0.89365E-06   -0.30550E-06
