#    L    TT             EE             BB             TE             PP             TP             EP          
  1323    0.65207E+03    0.29660E+02    0.00000E+00   -0.45493E+02    0.25905E-08    0.90167E-06   -0.30483E-06
  1324    0.65265E+03    0.29572E+02    0.00000E+00   -0.46156E+02    0.25863E-08    0.90968E-06   -0.30414E-06
  1325    0.65329E+03    0.29482E+02    0.00000E+00   -0.46808E+02    0.25821E-08    0.91767E-06   -0.30342E-06
  1326    0.65398E+03    0.29387E+02    0.00000E+00   -0.47452E+02    0.25779E-08    0.92560E-06   -0.30266E-06
  1327    0.65470E+03    0.29289E+02    0.00000E+00   -0.48087E+02    0.25737E-08    0.93346E-06   -0.30188E-06
  1328    0.65550E+03    0.29188E+02    0.00000E+00   -0.48710E+02    0.25695E-08    0.94121E-06   -0.30107E-06
  1329    0.65633E+03    0.29083E+02    0.00000E+00   -0.49324E+02    0.25653E-08    0.94884E-06   -0.30023E-06
  1330    0.65721E+03    0.28973E+02    0.00000E+00   -0.49927E+02    0.25611E-08    0.95632E-06   -0.29936E-06
  1331    0.65814E+03    0.28861E+02    0.00000E+00   -0.50520E+02    0.25570E-08    0.96362E-06   -0.29846E-06
  1332    0.65910E+03    0.28745E+02    0.00000E+00   -0.51102E+02    0.25528E-08    0.97073E-06   -0.29753E-06
  1333    0.66012E+03    0.28626E+02    0.00000E+00   -0.51671E+02    0.25487E-08    0.97762E-06   -0.29657E-06
  1334    0.66117E+03    0.28504E+02    0.00000E+00   -0.52231E+02    0.25445E-08    0.98426E-06   -0.29557E-06
  1335    0.66227E+03    0.28378E+02    0.00000E+00   -0.52779E+02    0.25404E-08    0.99063E-06   -0.29455E-06
  1336    0.66341E+03    0.28249E+02    0.00000E+00   -0.53314E+02    0.25363E-08    0.99670E-06   -0.29350E-06
  1337    0.66459E+03    0.28116E+02    0.00000E+00   -0.53837E+02    0.25321E-08    0.10025E-05   -0.29242E-06
  1338    0.66580E+03    0.27981E+02    0.00000E+00   -0.54349E+02    0.25280E-08    0.10079E-05   -0.29130E-06
  1339    0.66706E+03    0.27842E+02    0.00000E+00   -0.54849E+02    0.25239E-08    0.10129E-05   -0.29015E-06
  1340    0.66836E+03    0.27701E+02    0.00000E+00   -0.55337E+02    0.25199E-08    0.10176E-05   -0.28898E-06
  1341    0.66968E+03    0.27558E+02    0.00000E+00   -0.55811E+02    0.25158E-08    0.10218E-05   -0.28777E-06
  1342    0.67104E+03    0.27411E+02    0.00000E+00   -0.56272E+02    0.25117E-08    0.10256E-05   -0.28653E-06
  1343    0.67243E+03    0.27261E+02    0.00000E+00   -0.56721E+02    0.25076E-08    0.10289E-05   -0.28525E-06
  1344    0.67386E+03    0.27108E+02    0.00000E+00   -0.57156E+02    0.25036E-08    0.10318E-05   -0.28395E-06
  1345    0.67531E+03    0.26953E+02    0.00000E+00   -0.57577E+02    0.24995E-08    0.10341E-05   -0.28261E-06
  1346    0.67680E+03    0.26795E+02    0.00000E+00   -0.57987E+02    0.24955E-08    0.10359E-05   -0.28124E-06
  1347    0.67831E+03    0.26634E+02    0.00000E+00   -0.58382E+02    0.24915E-08    0.10371E-05   -0.27984E-06
  1348    0.67985E+03    0.26471E+02    0.00000E+00   -0.58763E+02    0.24874E-08    0.10378E-05   -0.27841E-06
  1349    0.68143E+03    0.26305E+02    0.00000E+00   -0.59130E+02    0.24834E-08    0.10378E-05   -0.27694E-06
  1350    0.68302E+03    0.26137E+02    0.00000E+00   -0.59483E+02    0.24794E-08    0.10372E-05   -0.27544E-06
  1351    0.68464E+03    0.25967E+02    0.00000E+00   -0.59822E+02    0.24754E-08    0.10360E-05   -0.27391E-06
  1352    0.68627E+03    0.25794E+02    0.00000E+00   -0.60147E+02    0.24714E-08    0.10341E-05   -0.27234E-06
  1353    0.68794E+03    0.25620E+02    0.00000E+00   -0.60457E+02    0.24674E-08    0.10317E-05   -0.27075E-06
  1354    0.68962E+03    0.25444E+02    0.00000E+00   -0.60754E+02    0.24635E-08    0.10287E-05   -0.26912E-06
  1355    0.69133E+03    0.25265E+02    0.00000E+00   -0.61036E+02    0.24595E-08    0.10253E-05   -0.26747E-06
  1356    0.69305E+03    0.25085E+02    0.00000E+00   -0.61304E+02    0.24555E-08    0.10214E-05   -0.26579E-06
  1357    0.69479E+03    0.24902E+02    0.00000E+00   -0.61556E+02    0.24516E-08    0.10171E-05   -0.26408E-06
  1358    0.69654E+03    0.24718E+02    0.00000E+00   -0.61792E+02    0.24477E-08    0.10124E-05   -0.26234E-06
  1359    0.69830E+03    0.24532E+02    0.00000E+00   -0.62015E+02    0.24437E-08    0.10075E-05   -0.26058E-06
  1360    0.70005E+03    0.24346E+02    0.00000E+00   -0.62222E+02    0.24398E-08    0.10022E-05   -0.25879E-06
  1361    0.70184E+03    0.24156E+02    0.00000E+00   -0.62415E+02    0.24359E-08    0.99670E-06   -0.25699E-06
  1362    0.70362E+03    0.23965E+02    0.00000E+00   -0.62591E+02    0.24320E-08    0.99101E-06   -0.25515E-06
  1363    0.70542E+03    0.23773E+02    0.00000E+00   -0.62755E+02    0.24281E-08    0.98518E-06   -0.25330E-06
  1364    0.70720E+03    0.23580E+02    0.00000E+00   -0.62902E+02    0.24242E-08    0.97923E-06   -0.25143E-06
  1365    0.70907E+03    0.23385E+02    0.00000E+00   -0.63033E+02    0.24203E-08    0.97322E-06   -0.24954E-06
  1366    0.71087E+03    0.23189E+02    0.00000E+00   -0.63150E+02    0.24164E-08    0.96719E-06   -0.24763E-06
  1367    0.71268E+03    0.22991E+02    0.00000E+00   -0.63252E+02    0.24125E-08    0.96118E-06   -0.24570E-06
  1368    0.71456E+03    0.22794E+02    0.00000E+00   -0.63337E+02    0.24087E-08    0.95523E-06   -0.24376E-06
  1369    0.71637E+03    0.22594E+02    0.00000E+00   -0.63408E+02    0.24048E-08    0.94938E-06   -0.24180E-06
  1370    0.71819E+03    0.22394E+02    0.00000E+00   -0.63463E+02    0.24009E-08    0.94368E-06   -0.23983E-06
  1371    0.72001E+03    0.22193E+02    0.00000E+00   -0.63503E+02    0.23971E-08    0.93816E-06   -0.23784E-06
  1372    0.72183E+03    0.21992E+02    0.00000E+00   -0.63528E+02    0.23933E-08    0.93288E-06   -0.23584E-06
  1373    0.72366E+03    0.21790E+02    0.00000E+00   -0.63538E+02    0.23894E-08    0.92787E-06   -0.23383E-06
  1374    0.72549E+03    0.21588E+02    0.00000E+00   -0.63532E+02    0.23856E-08    0.92317E-06   -0.23181E-06
  1375    0.72732E+03    0.21384E+02    0.00000E+00   -0.63512E+02    0.23818E-08    0.91884E-06   -0.22978E-06
  1376    0.72916E+03    0.21181E+02    0.00000E+00   -0.63476E+02    0.23780E-08    0.91490E-06   -0.22774E-06
  1377    0.73101E+03    0.20978E+02    0.00000E+00   -0.63425E+02    0.23742E-08    0.91140E-06   -0.22569E-06
  1378    0.73285E+03    0.20772E+02    0.00000E+00   -0.63359E+02    0.23704E-08    0.90839E-06   -0.22363E-06
  1379    0.73463E+03    0.20569E+02    0.00000E+00   -0.63278E+02    0.23666E-08    0.90591E-06   -0.22157E-06
  1380    0.73641E+03    0.20363E+02    0.00000E+00   -0.63182E+02    0.23629E-08    0.90400E-06   -0.21951E-06
  1381    0.73819E+03    0.20159E+02    0.00000E+00   -0.63071E+02    0.23591E-08    0.90269E-06   -0.21744E-06
  1382    0.73983E+03    0.19954E+02    0.00000E+00   -0.62944E+02    0.23553E-08    0.90204E-06   -0.21537E-06
  1383    0.74162E+03    0.19750E+02    0.00000E+00   -0.62803E+02    0.23516E-08    0.90209E-06   -0.21330E-06
  1384    0.74327E+03    0.19546E+02    0.00000E+00   -0.62647E+02    0.23478E-08    0.90287E-06   -0.21123E-06
  1385    0.74492E+03    0.19341E+02    0.00000E+00   -0.62477E+02    0.23441E-08    0.90444E-06   -0.20915E-06
  1386    0.74657E+03    0.19138E+02    0.00000E+00   -0.62292E+02    0.23404E-08    0.90683E-06   -0.20708E-06
  1387    0.74816E+03    0.18934E+02    0.00000E+00   -0.62092E+02    0.23367E-08    0.91008E-06   -0.20501E-06
  1388    0.74989E+03    0.18731E+02    0.00000E+00   -0.61878E+02    0.23329E-08    0.91424E-06   -0.20295E-06
  1389    0.75148E+03    0.18528E+02    0.00000E+00   -0.61649E+02    0.23292E-08    0.91935E-06   -0.20088E-06
  1390    0.75301E+03    0.18327E+02    0.00000E+00   -0.61408E+02    0.23255E-08    0.92546E-06   -0.19883E-06
  1391    0.75461E+03    0.18126E+02    0.00000E+00   -0.61152E+02    0.23218E-08    0.93260E-06   -0.19677E-06
  1392    0.75614E+03    0.17926E+02    0.00000E+00   -0.60882E+02    0.23181E-08    0.94081E-06   -0.19473E-06
  1393    0.75767E+03    0.17726E+02    0.00000E+00   -0.60597E+02    0.23145E-08    0.95015E-06   -0.19269E-06
  1394    0.75913E+03    0.17528E+02    0.00000E+00   -0.60301E+02    0.23108E-08    0.96064E-06   -0.19067E-06
  1395    0.76060E+03    0.17330E+02    0.00000E+00   -0.59989E+02    0.23071E-08    0.97234E-06   -0.18865E-06
  1396    0.76207E+03    0.17134E+02    0.00000E+00   -0.59666E+02    0.23035E-08    0.98529E-06   -0.18664E-06
  1397    0.76348E+03    0.16938E+02    0.00000E+00   -0.59329E+02    0.22998E-08    0.99952E-06   -0.18465E-06
  1398    0.76481E+03    0.16743E+02    0.00000E+00   -0.58979E+02    0.22962E-08    0.10151E-05   -0.18267E-06
  1399    0.76614E+03    0.16551E+02    0.00000E+00   -0.58615E+02    0.22925E-08    0.10320E-05   -0.18070E-06
  1400    0.76748E+03    0.16360E+02    0.00000E+00   -0.58240E+02    0.22889E-08    0.10504E-05   -0.17875E-06
  1401    0.76875E+03    0.16168E+02    0.00000E+00   -0.57851E+02    0.22853E-08    0.10702E-05   -0.17681E-06
  1402    0.77003E+03    0.15980E+02    0.00000E+00   -0.57451E+02    0.22817E-08    0.10914E-05   -0.17489E-06
  1403    0.77123E+03    0.15793E+02    0.00000E+00   -0.57038E+02    0.22781E-08    0.11140E-05   -0.17298E-06
  1404    0.77237E+03    0.15608E+02    0.00000E+00   -0.56613E+02    0.22745E-08    0.11379E-05   -0.17108E-06
  1405    0.77358E+03    0.15423E+02    0.00000E+00   -0.56176E+02    0.22709E-08    0.11631E-05   -0.16920E-06
  1406    0.77465E+03    0.15241E+02    0.00000E+00   -0.55728E+02    0.22673E-08    0.11895E-05   -0.16733E-06
  1407    0.77564E+03    0.15061E+02    0.00000E+00   -0.55269E+02    0.22637E-08    0.12171E-05   -0.16547E-06
  1408    0.77679E+03    0.14881E+02    0.00000E+00   -0.54798E+02    0.22601E-08    0.12459E-05   -0.16362E-06
  1409    0.77772E+03    0.14705E+02    0.00000E+00   -0.54316E+02    0.22565E-08    0.12758E-05   -0.16178E-06
  1410    0.77873E+03    0.14529E+02    0.00000E+00   -0.53824E+02    0.22530E-08    0.13068E-05   -0.15994E-06
  1411    0.77967E+03    0.14356E+02    0.00000E+00   -0.53321E+02    0.22494E-08    0.13388E-05   -0.15812E-06
  1412    0.78053E+03    0.14186E+02    0.00000E+00   -0.52807E+02    0.22459E-08    0.13718E-05   -0.15630E-06
  1413    0.78125E+03    0.14017E+02    0.00000E+00   -0.52284E+02    0.22423E-08    0.14057E-05   -0.15448E-06
  1414    0.78205E+03    0.13851E+02    0.00000E+00   -0.51750E+02    0.22388E-08    0.14406E-05   -0.15268E-06
  1415    0.78278E+03    0.13686E+02    0.00000E+00   -0.51206E+02    0.22353E-08    0.14762E-05   -0.15087E-06
  1416    0.78351E+03    0.13524E+02    0.00000E+00   -0.50654E+02    0.22318E-08    0.15127E-05   -0.14907E-06
  1417    0.78410E+03    0.13364E+02    0.00000E+00   -0.50093E+02    0.22282E-08    0.15500E-05   -0.14727E-06
  1418    0.78469E+03    0.13206E+02    0.00000E+00   -0.49521E+02    0.22247E-08    0.15880E-05   -0.14547E-06
  1419    0.78521E+03    0.13052E+02    0.00000E+00   -0.48942E+02    0.22212E-08    0.16266E-05   -0.14368E-06
  1420    0.78573E+03    0.12899E+02    0.00000E+00   -0.48354E+02    0.22177E-08    0.16659E-05   -0.14188E-06
  1421    0.78618E+03    0.12749E+02    0.00000E+00   -0.47757E+02    0.22143E-08    0.17058E-05   -0.14008E-06
  1422    0.78664E+03    0.12602E+02    0.00000E+00   -0.47153E+02    0.22108E-08    0.17463E-05   -0.13828E-06
  1423    0.78694E+03    0.12458E+02    0.00000E+00   -0.46541E+02    0.22073E-08    0.17872E-05   -0.13648E-06
  1424    0.78733E+03    0.12316E+02    0.00000E+00   -0.45921E+02    0.22038E-08    0.18286E-05   -0.13467E-06
  1425    0.78757E+03    0.12177E+02    0.00000E+00   -0.45294E+02    0.22004E-08    0.18705E-05   -0.13286E-06
  1426    0.78774E+03    0.12041E+02    0.00000E+00   -0.44661E+02    0.21969E-08    0.19127E-05   -0.13104E-06
  1427    0.78798E+03    0.11907E+02    0.00000E+00   -0.44019E+02    0.21935E-08    0.19553E-05   -0.12922E-06
  1428    0.78808E+03    0.11776E+02    0.00000E+00   -0.43373E+02    0.21900E-08    0.19981E-05   -0.12739E-06
  1429    0.78811E+03    0.11649E+02    0.00000E+00   -0.42718E+02    0.21866E-08    0.20412E-05   -0.12555E-06
  1430    0.78814E+03    0.11524E+02    0.00000E+00   -0.42059E+02    0.21832E-08    0.20845E-05   -0.12371E-06
  1431    0.78810E+03    0.11401E+02    0.00000E+00   -0.41393E+02    0.21797E-08    0.21280E-05   -0.12185E-06
  1432    0.78799E+03    0.11282E+02    0.00000E+00   -0.40722E+02    0.21763E-08    0.21716E-05   -0.11999E-06
  1433    0.78795E+03    0.11167E+02    0.00000E+00   -0.40045E+02    0.21729E-08    0.22153E-05   -0.11811E-06
  1434    0.78777E+03    0.11054E+02    0.00000E+00   -0.39364E+02    0.21695E-08    0.22590E-05   -0.11622E-06
  1435    0.78751E+03    0.10944E+02    0.00000E+00   -0.38678E+02    0.21661E-08    0.23027E-05   -0.11432E-06
  1436    0.78726E+03    0.10837E+02    0.00000E+00   -0.37988E+02    0.21627E-08    0.23464E-05   -0.11241E-06
  1437    0.78686E+03    0.10733E+02    0.00000E+00   -0.37293E+02    0.21594E-08    0.23899E-05   -0.11048E-06
  1438    0.78646E+03    0.10632E+02    0.00000E+00   -0.36595E+02    0.21560E-08    0.24334E-05   -0.10853E-06
  1439    0.78599E+03    0.10535E+02    0.00000E+00   -0.35892E+02    0.21526E-08    0.24766E-05   -0.10657E-06
  1440    0.78553E+03    0.10441E+02    0.00000E+00   -0.35187E+02    0.21492E-08    0.25196E-05   -0.10459E-06
  1441    0.78499E+03    0.10350E+02    0.00000E+00   -0.34479E+02    0.21459E-08    0.25624E-05   -0.10260E-06
  1442    0.78438E+03    0.10262E+02    0.00000E+00   -0.33768E+02    0.21425E-08    0.26048E-05   -0.10058E-06
  1443    0.78369E+03    0.10178E+02    0.00000E+00   -0.33053E+02    0.21392E-08    0.26469E-05   -0.98547E-07
  1444    0.78301E+03    0.10097E+02    0.00000E+00   -0.32337E+02    0.21358E-08    0.26886E-05   -0.96492E-07
  1445    0.78218E+03    0.10019E+02    0.00000E+00   -0.31619E+02    0.21325E-08    0.27298E-05   -0.94416E-07
  1446    0.78143E+03    0.99441E+01    0.00000E+00   -0.30899E+02    0.21292E-08    0.27706E-05   -0.92318E-07
  1447    0.78046E+03    0.98732E+01    0.00000E+00   -0.30175E+02    0.21259E-08    0.28109E-05   -0.90196E-07
  1448    0.77956E+03    0.98059E+01    0.00000E+00   -0.29453E+02    0.21225E-08    0.28505E-05   -0.88051E-07
  1449    0.77859E+03    0.97406E+01    0.00000E+00   -0.28728E+02    0.21192E-08    0.28896E-05   -0.85882E-07
  1450    0.77754E+03    0.96796E+01    0.00000E+00   -0.28003E+02    0.21159E-08    0.29280E-05   -0.83686E-07
  1451    0.77650E+03    0.96222E+01    0.00000E+00   -0.27278E+02    0.21126E-08    0.29657E-05   -0.81465E-07
  1452    0.77531E+03    0.95676E+01    0.00000E+00   -0.26554E+02    0.21093E-08    0.30027E-05   -0.79218E-07
  1453    0.77412E+03    0.95165E+01    0.00000E+00   -0.25829E+02    0.21061E-08    0.30389E-05   -0.76945E-07
  1454    0.77293E+03    0.94690E+01    0.00000E+00   -0.25103E+02    0.21028E-08    0.30742E-05   -0.74647E-07
  1455    0.77167E+03    0.94243E+01    0.00000E+00   -0.24379E+02    0.20995E-08    0.31087E-05   -0.72324E-07
  1456    0.77034E+03    0.93840E+01    0.00000E+00   -0.23657E+02    0.20962E-08    0.31422E-05   -0.69977E-07
  1457    0.76886E+03    0.93457E+01    0.00000E+00   -0.22935E+02    0.20930E-08    0.31747E-05   -0.67605E-07
  1458    0.76745E+03    0.93118E+01    0.00000E+00   -0.22214E+02    0.20897E-08    0.32062E-05   -0.65210E-07
  1459    0.76598E+03    0.92807E+01    0.00000E+00   -0.21494E+02    0.20865E-08    0.32366E-05   -0.62791E-07
  1460    0.76442E+03    0.92539E+01    0.00000E+00   -0.20777E+02    0.20832E-08    0.32659E-05   -0.60350E-07
  1461    0.76287E+03    0.92285E+01    0.00000E+00   -0.20063E+02    0.20800E-08    0.32941E-05   -0.57886E-07
  1462    0.76124E+03    0.92075E+01    0.00000E+00   -0.19351E+02    0.20768E-08    0.33210E-05   -0.55400E-07
  1463    0.75947E+03    0.91900E+01    0.00000E+00   -0.18641E+02    0.20736E-08    0.33467E-05   -0.52892E-07
  1464    0.75777E+03    0.91754E+01    0.00000E+00   -0.17934E+02    0.20703E-08    0.33710E-05   -0.50362E-07
  1465    0.75592E+03    0.91644E+01    0.00000E+00   -0.17231E+02    0.20671E-08    0.33940E-05   -0.47812E-07
  1466    0.75415E+03    0.91571E+01    0.00000E+00   -0.16531E+02    0.20639E-08    0.34156E-05   -0.45240E-07
  1467    0.75223E+03    0.91526E+01    0.00000E+00   -0.15835E+02    0.20607E-08    0.34357E-05   -0.42649E-07
  1468    0.75031E+03    0.91517E+01    0.00000E+00   -0.15143E+02    0.20575E-08    0.34544E-05   -0.40037E-07
  1469    0.74839E+03    0.91537E+01    0.00000E+00   -0.14455E+02    0.20543E-08    0.34714E-05   -0.37406E-07
  1470    0.74625E+03    0.91586E+01    0.00000E+00   -0.13770E+02    0.20511E-08    0.34869E-05   -0.34756E-07
  1471    0.74425E+03    0.91679E+01    0.00000E+00   -0.13092E+02    0.20480E-08    0.35008E-05   -0.32086E-07
  1472    0.74218E+03    0.91801E+01    0.00000E+00   -0.12418E+02    0.20448E-08    0.35129E-05   -0.29399E-07
  1473    0.74004E+03    0.91952E+01    0.00000E+00   -0.11750E+02    0.20416E-08    0.35234E-05   -0.26693E-07
  1474    0.73775E+03    0.92132E+01    0.00000E+00   -0.11086E+02    0.20385E-08    0.35320E-05   -0.23969E-07
  1475    0.73553E+03    0.92341E+01    0.00000E+00   -0.10429E+02    0.20353E-08    0.35388E-05   -0.21228E-07
  1476    0.73324E+03    0.92586E+01    0.00000E+00   -0.97774E+01    0.20322E-08    0.35438E-05   -0.18471E-07
  1477    0.73094E+03    0.92861E+01    0.00000E+00   -0.91315E+01    0.20290E-08    0.35468E-05   -0.15696E-07
  1478    0.72857E+03    0.93165E+01    0.00000E+00   -0.84921E+01    0.20259E-08    0.35478E-05   -0.12906E-07
  1479    0.72621E+03    0.93505E+01    0.00000E+00   -0.78596E+01    0.20228E-08    0.35468E-05   -0.10099E-07
  1480    0.72376E+03    0.93875E+01    0.00000E+00   -0.72336E+01    0.20196E-08    0.35438E-05   -0.72773E-08
  1481    0.72125E+03    0.94267E+01    0.00000E+00   -0.66143E+01    0.20165E-08    0.35386E-05   -0.44402E-08
  1482    0.71875E+03    0.94696E+01    0.00000E+00   -0.60022E+01    0.20134E-08    0.35313E-05   -0.15885E-08
  1483    0.71618E+03    0.95154E+01    0.00000E+00   -0.53975E+01    0.20103E-08    0.35218E-05    0.12776E-08
  1484    0.71361E+03    0.95634E+01    0.00000E+00   -0.48002E+01    0.20072E-08    0.35100E-05    0.41576E-08
  1485    0.71097E+03    0.96143E+01    0.00000E+00   -0.42107E+01    0.20041E-08    0.34960E-05    0.70513E-08
  1486    0.70830E+03    0.96690E+01    0.00000E+00   -0.36288E+01    0.20010E-08    0.34795E-05    0.99582E-08
  1487    0.70559E+03    0.97251E+01    0.00000E+00   -0.30551E+01    0.19979E-08    0.34607E-05    0.12878E-07
  1488    0.70286E+03    0.97849E+01    0.00000E+00   -0.24895E+01    0.19948E-08    0.34394E-05    0.15810E-07
  1489    0.70008E+03    0.98477E+01    0.00000E+00   -0.19325E+01    0.19918E-08    0.34157E-05    0.18754E-07
  1490    0.69726E+03    0.99120E+01    0.00000E+00   -0.13839E+01    0.19887E-08    0.33894E-05    0.21710E-07
  1491    0.69442E+03    0.99793E+01    0.00000E+00   -0.84407E+00    0.19856E-08    0.33605E-05    0.24678E-07
  1492    0.69156E+03    0.10050E+02    0.00000E+00   -0.31310E+00    0.19826E-08    0.33290E-05    0.27656E-07
  1493    0.68865E+03    0.10121E+02    0.00000E+00    0.20879E+00    0.19795E-08    0.32948E-05    0.30645E-07
  1494    0.68572E+03    0.10196E+02    0.00000E+00    0.72148E+00    0.19765E-08    0.32579E-05    0.33644E-07
  1495    0.68276E+03    0.10274E+02    0.00000E+00    0.12248E+01    0.19734E-08    0.32182E-05    0.36653E-07
  1496    0.67976E+03    0.10354E+02    0.00000E+00    0.17188E+01    0.19704E-08    0.31757E-05    0.39672E-07
  1497    0.67674E+03    0.10435E+02    0.00000E+00    0.22031E+01    0.19674E-08    0.31303E-05    0.42699E-07
